tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Madrid Masters,M,Hard,Marat Safin,96.0,9.0,35.4,0.7444543692824304,1.1013564213564213,0.7666666666666667,0.40781323139335307,0.5208791208791209,2004
Bangkok,A,Hard,Roger Federer,80.2,1.0,141.6,0.6958742757548636,1.0092424242424243,0.7476190476190476,0.4502221983592847,0.4674025974025974,2004
Auckland,A,Hard,Dominik Hrbaty,88.5,54.0,169.6,0.5196826502747591,0.16854700854700852,0.6787878787878787,0.34399030599387687,0.30892857142857144,2004
St. Poelten,A,Clay,Filippo Volandri,79.8,61.0,70.0,0.5911634311574228,0.02222222222222222,0.4699999999999999,0.5320016913869373,0.6565656565656566,2004
Munich,A,Clay,Nikolay Davydenko,101.2,60.0,33.0,0.7262174582687869,0.3657575757575757,0.71,0.40674308697838113,0.41944444444444445,2004
Queen's Club,A,Grass,Andy Roddick,80.8,2.0,34.0,0.7100482022123813,0.9933333333333334,0.41666666666666663,0.3833169228134766,0.4305555555555555,2004
Gstaad,A,Clay,Roger Federer,93.6,1.0,93.6,0.7352907428229397,0.6077517322718562,0.5833333333333333,0.4067381726332709,0.40555555555555556,2004
Newport,A,Grass,Greg Rusedski,101.2,166.0,96.4,0.7407544571060418,0.9463800904977375,0.49333333333333335,0.33423411282226406,0.29999999999999993,2004
Bastad,A,Clay,Mariano Zabaleta,90.0,31.0,34.4,0.649882187960724,0.12442002442002442,0.4821428571428571,0.4751281637520169,0.4666386554621848,2004
Amersfoort,A,Clay,Martin Verkerk,131.2,53.0,125.8,0.6753993346631169,0.8634615384615385,0.7411616161616161,0.36756958787023286,0.38476190476190475,2004
Kitzbuhel,A,Clay,Nicolas Massu,123.8,13.0,67.6,0.672240959728661,0.3878787878787878,0.6272727272727273,0.4144387759073552,0.3686796536796536,2004
Stuttgart,A,Clay,Guillermo Canas,121.33333333333333,70.0,76.0,0.6820634919695077,0.37031590413943355,0.42806535569693466,0.46906502491537766,0.45138888888888884,2004
Palermo,A,Clay,Tomas Berdych,105.0,55.0,89.0,0.6796710218382659,0.4201010101010101,0.4,0.4346701135396465,0.4920454545454545,2004
Basel,A,Carpet,Jiri Novak,96.0,20.0,26.6,0.51547123183839,0.26364734299516907,0.5666666666666667,0.3638975601741559,0.5923076923076923,2004
Tokyo,A,Hard,Jiri Novak,79.8,28.0,53.4,0.6955937921727396,0.5121428571428572,0.65,0.43474985523155285,0.4754822954822955,2004
Vienna,A,Hard,Feliciano Lopez,102.0,31.0,60.8,0.725154235060854,0.9121904761904762,0.5728571428571428,0.38488449295244964,0.3696428571428571,2004
Sydney,A,Hard,Lleyton Hewitt,64.0,15.0,27.0,0.6979752709164474,0.6059829059829059,0.6128571428571429,0.4799449806244486,0.675,2004
Adelaide,A,Hard,Dominik Hrbaty,70.4,61.0,97.4,0.6999604317824172,0.4224747474747475,0.6877777777777777,0.4570424105533064,0.5647619047619048,2004
Metz,A,Hard,Jerome Haehnel,112.8,185.0,130.0,0.6943370308197009,0.44141414141414137,0.8333333333333334,0.36069019016860404,0.3822222222222222,2004
Paris Masters,M,Carpet,Radek Stepanek,82.4,63.0,48.6,0.7391073760999196,0.6256060606060606,0.6,0.4103959659599889,0.6576190476190475,2004
Casablanca,A,Clay,Santiago Ventura,98.0,316.0,114.4,0.4989943575446878,0.2458430458430459,0.5433333333333333,0.35037304591186513,0.39922077922077925,2004
Lyon,A,Carpet,Robin Soderling,73.8,47.0,28.6,0.7150583918762882,0.6752380952380952,0.6766666666666665,0.40410246964577834,0.6405860805860806,2004
Memphis,A,Hard,Joachim Johansson,70.0,71.0,49.6,0.787071608873863,1.435959595959596,0.6,0.36043515025729056,0.4107142857142857,2004
Miami Masters,M,Hard,Andy Roddick,88.16666666666667,3.0,41.166666666666664,0.7556895437620557,0.9398148148148148,0.5952380952380952,0.4236053740847319,0.5367965367965368,2004
Indian Wells Masters,M,Hard,Roger Federer,73.5,1.0,24.0,0.7202074420194134,0.632010582010582,0.7222222222222222,0.45999679846823766,0.47195767195767196,2004
Rotterdam,A,Hard,Lleyton Hewitt,99.0,13.0,64.2,0.6969796724835133,0.6420528817587641,0.5266666666666666,0.43141998509476903,0.4472527472527473,2004
Milan,A,Carpet,Antony Dupuis,114.2,97.0,78.6,0.7455058537280221,0.7128461081402258,0.55,0.31364358235940487,0.3571428571428571,2004
Monte Carlo Masters,M,Clay,Guillermo Coria,93.33333333333333,4.0,28.0,0.7029702645538819,0.1706349206349206,0.5317460317460317,0.48713988957863386,0.5746184371184371,2004
Hamburg Masters,M,Clay,Roger Federer,86.0,1.0,23.833333333333332,0.7240693401875449,0.3563109161793372,0.4523809523809524,0.4351994480279837,0.5307239057239057,2004
Rome Masters,M,Clay,Carlos Moya,79.83333333333333,9.0,39.666666666666664,0.7132393617821206,0.3437423687423687,0.6277777777777778,0.433730325370163,0.5819444444444445,2004
Washington,A,Hard,Lleyton Hewitt,84.4,8.0,91.2,0.6752954699424584,0.8272222222222222,0.5254545454545455,0.46644706238805167,0.42186507936507933,2004
Indianapolis,A,Hard,Andy Roddick,89.4,2.0,57.6,0.7255026147045084,1.1358441558441559,0.36761904761904757,0.3790228271633069,0.34597402597402593,2004
Canada Masters,M,Hard,Roger Federer,88.5,1.0,46.5,0.7286038807548904,0.792965367965368,0.6845238095238096,0.3904002701986487,0.2860449735449735,2004
Cincinnati Masters,M,Hard,Andre Agassi,96.66666666666667,11.0,19.333333333333332,0.7309776354678705,0.6500582750582751,0.6499999999999999,0.36657603398110067,0.4303571428571429,2004
