tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Atp Cup,A,Hard,Pablo Carreno Busta,78.25,20.0,346.5,0.7315146772893252,0.5046717171717171,0.25,0.44432698555505573,0.44375,2022
Adelaide 1,A,Hard,Gael Monfils,70.25,21.0,83.25,0.7211305271096293,0.6395833333333334,0.625,0.48212965750608605,0.5348214285714286,2022
Melbourne,A,Hard,Rafael Nadal,78.5,6.0,94.0,0.5186685694014448,0.3477272727272727,0.20833333333333334,0.31811755952380955,0.40625,2022
Adelaide 2,A,Hard,Thanasi Kokkinakis,136.2,145.0,63.6,0.7708449123394827,1.0361904761904763,0.5428571428571429,0.34301787691168223,0.339047619047619,2022
Sydney,A,Hard,Aslan Karatsev,135.25,20.0,66.5,0.6890396026620332,0.49226641414141414,0.7777777777777777,0.4249083174083174,0.4738095238095238,2022
Australian Open,G,Hard,Rafael Nadal,192.57142857142858,5.0,44.857142857142854,0.7074515172452979,0.38779101384143394,0.753896103896104,0.40218188929417714,0.38282282610013707,2022
Cordoba,A,Clay,Albert Ramos,115.0,44.0,110.0,0.6661826233468024,0.2297979797979798,0.5777777777777777,0.3793008502378649,0.64,2022
Montpellier,A,Hard,Alexander Bublik,95.2,35.0,46.6,0.7210964682227468,1.3038095238095238,0.4961904761904762,0.40371625060910865,0.28470418470418474,2022
Pune,A,Hard,Joao Sousa,141.4,137.0,236.0,0.6718313248748032,0.4066666666666666,0.5480769230769231,0.3764263466822312,0.4375757575757576,2022
Buenos Aires,A,Clay,Casper Ruud,113.75,8.0,50.0,0.7030165990030319,0.34444444444444444,0.5625,0.43546278600626426,0.3524743230625583,2022
Rotterdam,A,Hard,Felix Auger Aliassime,114.2,9.0,49.0,0.6997159565580618,0.7219658119658119,0.42000000000000004,0.4410361993417662,0.37210567210567214,2022
Dallas,A,Hard,Reilly Opelka,98.75,23.0,92.0,0.8303724053724053,2.154166666666667,0.25,0.255477067977068,0.16666666666666666,2022
Delray Beach,A,Hard,Cameron Norrie,103.25,13.0,47.25,0.7156953895658595,0.21207264957264957,0.5416666666666666,0.40491794396675496,0.3736111111111111,2022
