tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Munich,A,Clay,Martin Klizan,96.8,111.0,37.0,0.6584147799078071,0.5544871794871795,0.6119047619047618,0.4532979358863741,0.6144444444444445,2014
Madrid Masters,M,Clay,Rafael Nadal,88.6,1.0,35.2,0.6771895424836601,0.34177489177489184,0.65,0.5113660024186341,0.47449883449883445,2014
Rome Masters,M,Clay,Novak Djokovic,133.0,2.0,17.6,0.6565152809740906,0.24213286713286714,0.4716666666666667,0.4453646409755784,0.42329004329004327,2014
Nice,A,Clay,Federico Delbonis,94.25,45.0,45.0,0.6604790823211876,0.2250445632798574,0.6083333333333333,0.4109300552696779,0.6659090909090909,2014
Roland Garros,G,Clay,Rafael Nadal,131.71428571428572,1.0,71.28571428571429,0.7168505748710726,0.06958020050125313,0.6360544217687075,0.533831476064477,0.69484425349087,2014
Halle,A,Grass,Alejandro Falla,109.75,69.0,66.75,0.6679294234182914,0.419220485396956,0.7083333333333333,0.3527034028214022,0.725,2014
Queen's Club,A,Grass,Feliciano Lopez,102.0,29.0,46.6,0.7506661229951689,0.9254545454545454,0.55,0.3489442775427712,0.31666666666666665,2014
s Hertogenbosch,A,Grass,Roberto Bautista Agut,113.6,28.0,71.8,0.6617926231761723,0.08333333333333333,0.4880808080808081,0.4323635962614761,0.4594877344877345,2014
Eastbourne,A,Grass,Feliciano Lopez,98.75,25.0,56.0,0.7350701581582477,0.874810606060606,0.5833333333333334,0.3458465960101204,0.35416666666666663,2014
Wimbledon,G,Grass,Novak Djokovic,163.57142857142858,2.0,28.714285714285715,0.7083416821181004,0.6435528756957328,0.62430426716141,0.38555551443893243,0.36328917531925053,2014
Bastad,A,Clay,Pablo Cuevas,87.4,111.0,157.6,0.6870747397879181,0.4868181818181818,0.5,0.48531904380883545,0.5380952380952382,2014
Newport,A,Grass,Lleyton Hewitt,97.0,43.0,93.0,0.6797887864823349,0.34535714285714286,0.55,0.4451076241067953,0.47979242979242975,2014
Stuttgart,A,Clay,Lukas Rosol,97.0,48.0,89.25,0.6767472345705713,0.671875,0.4208333333333333,0.3756921373200443,0.5694444444444444,2014
Bogota,A,Hard,Bernard Tomic,103.8,124.0,69.8,0.7372021908071844,0.8930555555555555,0.5599999999999999,0.3681055539625474,0.44333333333333336,2014
Hamburg,A,Clay,Leonardo Mayer,97.16666666666667,46.0,50.833333333333336,0.7033179512747991,0.5163720538720539,0.701388888888889,0.4291213410336097,0.4666666666666666,2014
Atlanta,A,Hard,John Isner,104.25,12.0,124.75,0.7139401593641252,1.3843582887700534,0.875,0.345547134772662,0.4375,2014
Gstaad,A,Clay,Pablo Andujar,88.4,71.0,57.4,0.6484298026121189,0.17373737373737372,0.6133333333333334,0.47923579688285567,0.575,2014
Umag,A,Clay,Pablo Cuevas,93.8,60.0,66.4,0.6571193129668054,0.4280952380952381,0.5142857142857142,0.46113462107250935,0.42454212454212453,2014
Kitzbuhel,A,Clay,David Goffin,95.4,78.0,72.6,0.6689274672259804,0.38770784770784766,0.7238095238095238,0.4611030259780004,0.6498245614035089,2014
Washington,A,Hard,Milos Raonic,87.2,7.0,56.4,0.7734311861261955,1.5343939393939394,0.5333333333333333,0.3575236845485442,0.5066666666666666,2014
Canada Masters,M,Hard,Jo-Wilfried Tsonga,94.66666666666667,15.0,17.666666666666668,0.7388204142637753,1.1517255892255893,0.7083333333333334,0.37484847244672825,0.5293650793650794,2014
Cincinnati Masters,M,Hard,Roger Federer,99.0,3.0,18.2,0.6903987955712093,0.33277777777777773,0.696969696969697,0.41851807569183197,0.3953357753357753,2014
Winston-Salem,A,Hard,Jerzy Janowicz,111.6,52.0,53.8,0.6641863602723064,0.5430555555555555,0.5742857142857142,0.40568353854071815,0.5045454545454546,2014
US Open,G,Hard,Marin Cilic,143.28571428571428,16.0,45.857142857142854,0.7176756309021276,0.8635214409650499,0.5739229024943311,0.40788454401836943,0.4871878121878122,2014
Metz,A,Hard,David Goffin,84.0,45.0,131.6,0.720341094140651,0.8951010101010102,0.6166666666666667,0.4155564935978612,0.490952380952381,2014
Kuala Lumpur,A,Hard,Kei Nishikori,83.5,8.0,78.25,0.710757096585767,0.578764985014985,0.7291666666666666,0.46897563464727643,0.34417249417249424,2014
Shenzhen,A,Hard,Andy Murray,103.5,11.0,86.25,0.6613453687407823,0.6906565656565656,0.7178571428571427,0.44901622462893664,0.5907738095238095,2014
Beijing,A,Hard,Novak Djokovic,80.8,1.0,21.2,0.6775273206056617,0.36373015873015874,0.5433333333333333,0.5443669518624147,0.663888888888889,2014
Tokyo,A,Hard,Kei Nishikori,99.4,7.0,44.4,0.6864374928617938,0.3546645021645022,0.6199999999999999,0.3709396132091315,0.4066666666666666,2014
Shanghai Masters,M,Hard,Roger Federer,102.8,3.0,20.6,0.7208765851032659,0.7665359477124183,0.6833333333333333,0.4157183788433788,0.3352380952380952,2014
Moscow,A,Hard,Roberto Bautista Agut,85.75,16.0,75.5,0.7110136214945437,0.5253787878787879,0.5641025641025641,0.3865440556778947,0.27840909090909094,2014
Stockholm,A,Hard,Tomas Berdych,94.5,7.0,121.5,0.7336081300305735,0.8167613636363636,0.7916666666666666,0.39936869708326694,0.4548611111111111,2014
Vienna,A,Hard,Andy Murray,107.25,11.0,57.0,0.677751572327044,0.4711805555555556,0.3888888888888889,0.45308831558831564,0.4867424242424243,2014
Basel,A,Hard,Roger Federer,79.6,2.0,35.2,0.8225484780807413,0.7290476190476192,0.45,0.3947381137618935,0.44333333333333336,2014
Valencia,A,Hard,Andy Murray,127.0,10.0,36.6,0.6746539534136081,0.5544266191325015,0.3678571428571429,0.4529513633014002,0.36319347319347317,2014
Paris Masters,M,Hard,Novak Djokovic,84.6,1.0,14.0,0.7071173718754364,0.3648484848484848,0.5833333333333333,0.4458781829767419,0.39487179487179486,2014
Tour Finals,F,Hard,Novak Djokovic,69.75,1.0,5.4,0.5755174118609779,0.3188311688311688,0.2333333333333333,0.45298163585639256,0.5111111111111111,2014
