tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Tokyo,A,Hard,Lleyton Hewitt,74.4,3.0,98.8,0.7333983221079995,0.5674603174603174,0.7333333333333333,0.4865680594975588,0.6095238095238095,2001
Hong Kong,A,Hard,Marcelo Rios,65.6,58.0,175.0,0.7132468820768916,0.5827417027417028,0.7166666666666667,0.47163209924403954,0.5111111111111111,2001
Vienna,A,Hard,Tommy Haas,91.8,16.0,34.6,0.6621385684187442,0.8586111111111112,0.6066666666666667,0.4976237132187884,0.6116666666666667,2001
Sydney,A,Hard,Lleyton Hewitt,95.2,7.0,40.2,0.719797696739563,0.46388888888888885,0.6333333333333333,0.43944791031027364,0.39133644133644135,2001
Adelaide,A,Hard,Tommy Haas,82.0,23.0,154.4,0.709963029772642,0.4853535353535353,0.485,0.41203206279778176,0.5216666666666667,2001
Paris Masters,M,Carpet,Sebastien Grosjean,90.6,8.0,32.8,0.7237789156800046,0.8584848484848486,0.7333333333333333,0.4397185270869482,0.5361038961038961,2001
Stuttgart Masters,M,Hard,Max Mirnyi,93.4,53.0,31.6,0.7259571533255744,1.0684685086155674,0.530952380952381,0.36456077380521384,0.49000000000000005,2001
Bogota,A,Clay,Fernando Vicente,88.0,51.0,158.6,0.672001911132346,0.44363636363636366,0.4545454545454545,0.4364228065840969,0.54,2001
Casablanca,A,Clay,Guillermo Canas,68.0,128.0,165.4,0.7104985023534446,0.9593650793650795,0.8147619047619047,0.5585878435160969,0.5857142857142857,2001
Lyon,A,Carpet,Ivan Ljubicic,107.2,48.0,89.4,0.7097338751878862,1.008888888888889,0.875,0.3896772506549819,0.46230769230769225,2001
Memphis,A,Hard,Mark Philippoussis,87.6,18.0,105.2,0.7241647074190178,1.79739898989899,0.6666666666666666,0.40562279299609266,0.3092857142857143,2001
Miami Masters,M,Hard,Andre Agassi,87.0,3.0,57.666666666666664,0.5904208251012254,0.3295940170940171,0.38888888888888884,0.39034144947609545,0.4773809523809524,2001
Indian Wells Masters,M,Hard,Andre Agassi,97.83333333333333,4.0,24.166666666666668,0.6523866742970058,0.2466780904280904,0.637037037037037,0.4597593405375247,0.6311688311688312,2001
Rotterdam,A,Hard,Nicolas Escude,90.8,60.0,41.2,0.6817797567251576,0.5583333333333333,0.7488888888888888,0.46477560124663786,0.5415079365079365,2001
Milan,A,Carpet,Roger Federer,94.8,27.0,73.0,0.6876377178928545,0.5786111111111112,0.5399999999999999,0.4386279362829037,0.4522222222222222,2001
Atlanta,A,Clay,Andy Roddick,70.4,89.0,80.4,0.7455958291956307,0.591984126984127,0.7333333333333333,0.40954338724737205,0.3721717171717172,2001
Monte Carlo Masters,M,Clay,Gustavo Kuerten,100.5,2.0,40.166666666666664,0.6726847443200112,0.5154761904761904,0.5361111111111111,0.43997651339228244,0.540158371040724,2001
Hamburg Masters,M,Clay,Albert Portas,122.83333333333333,42.0,17.5,0.6215043064401323,0.20715811965811967,0.3923076923076923,0.4721646979115943,0.40299145299145295,2001
Rome Masters,M,Clay,Juan Carlos Ferrero,96.66666666666667,9.0,33.333333333333336,0.6739659014026204,0.4103234728234728,0.4398148148148149,0.49911458361044164,0.5096611721611721,2001
Washington,A,Hard,Andy Roddick,78.0,30.0,59.166666666666664,0.7098875392581951,0.8437611408199643,0.6292735042735043,0.4024129480555538,0.4751984126984126,2001
Indianapolis,A,Hard,Patrick Rafter,75.6,6.0,39.0,0.7102102651168865,0.8077005347593584,0.7,0.3970530563877834,0.6292207792207792,2001
Canada Masters,M,Hard,Andrei Pavel,102.33333333333333,43.0,35.833333333333336,0.6771753136413597,0.49701479076479077,0.7666666666666666,0.42801089234013673,0.5333333333333333,2001
Cincinnati Masters,M,Hard,Gustavo Kuerten,86.33333333333333,1.0,13.833333333333334,0.7442278236008617,1.1267704517704518,0.5296296296296296,0.38851860392855514,0.3862433862433862,2001
Los Angeles,A,Hard,Andre Agassi,94.2,3.0,37.2,0.6894083212954596,0.3466666666666666,0.5980952380952381,0.431460011988127,0.4615079365079365,2001
San Jose,A,Hard,Greg Rusedski,70.6,58.0,87.0,0.7297042243470815,0.9333333333333333,0.6428571428571429,0.4148940317697317,0.5054761904761904,2001
Barcelona,A,Clay,Carlos Moya,91.6,24.0,39.6,0.6645882934387233,0.3511111111111111,0.76,0.4697760656311439,0.4978021978021978,2001
Stockholm,A,Hard,Sjeng Schalken,101.8,40.0,86.2,0.6762639891355743,0.5152173913043478,0.5333333333333333,0.4669614050825775,0.5042857142857142,2001
Scottsdale,A,Hard,Francisco Clavet,114.4,40.0,43.6,0.6222300448665034,0.1482936507936508,0.6326298701298702,0.4200494071146245,0.5134453781512606,2001
Moscow,A,Carpet,Yevgeny Kafelnikov,77.4,6.0,36.2,0.7034802867095463,0.6267676767676768,0.6766666666666666,0.43176928404186166,0.6157142857142857,2001
Umag,A,Clay,Carlos Moya,114.2,20.0,110.2,0.651214635620758,0.41090909090909095,0.3833333333333333,0.4273581681476418,0.44547619047619047,2001
s Hertogenbosch,A,Grass,Lleyton Hewitt,74.0,6.0,118.8,0.6622942799915081,0.2702020202020202,0.43809523809523804,0.4732323382806113,0.49772727272727274,2001
Long Island,A,Hard,Tommy Haas,101.6,16.0,36.4,0.6876903248852877,0.7390484515484516,0.8136363636363637,0.38394335254550305,0.4057142857142857,2001
Doha,A,Hard,Marcelo Rios,83.2,37.0,105.6,0.6864285518403165,0.36346153846153845,0.49000000000000005,0.43204651162790697,0.5325757575757575,2001
Estoril,A,Clay,Juan Carlos Ferrero,97.2,11.0,94.0,0.6351471998088895,0.21341991341991343,0.5783333333333334,0.5006891872592919,0.47262515262515264,2001
Sopot,A,Clay,Tommy Robredo,82.6,51.0,296.4,0.6357763603674569,0.22857142857142856,0.4966666666666667,0.48350331944500563,0.5848366013071896,2001
Copenhagen,A,Hard,Tim Henman,94.6,10.0,79.0,0.7159928122192273,0.7402564102564103,0.32,0.4368670833966662,0.40485958485958484,2001
Dubai,A,Hard,Juan Carlos Ferrero,89.8,16.0,25.6,0.6801822397328016,0.2776283846872082,0.5761904761904761,0.41468428153756376,0.49653679653679655,2001
Marseille,A,Hard,Yevgeny Kafelnikov,103.2,7.0,95.0,0.6522111653198241,0.6664102564102563,0.5533333333333333,0.4168774293851212,0.4843939393939394,2001
Delray Beach,A,Hard,Jan Michael Gambill,120.75,24.0,75.4,0.5491462561191847,0.620735294117647,0.6,0.31105214735994724,0.38232323232323234,2001
Halle,A,Grass,Thomas Johansson,92.6,19.0,79.8,0.6804233264900766,0.9477777777777778,0.7716666666666667,0.3920427627572768,0.7533333333333333,2001
Vina del Mar,A,Clay,Guillermo Coria,116.4,69.0,93.2,0.6235814196194028,0.309551282051282,0.666017316017316,0.4526487455197133,0.6616666666666667,2001
Buenos Aires,A,Clay,Gustavo Kuerten,83.4,2.0,116.0,0.6835595078315095,0.4976806526806527,0.7833333333333333,0.44288663027793457,0.5246031746031745,2001
Roland Garros,G,Clay,Gustavo Kuerten,156.85714285714286,1.0,50.57142857142857,0.6568394188301834,0.6194866047105341,0.7250999000999002,0.4375209250927301,0.36063747633440724,2001
Costa Do Sauipe,A,Hard,Jan Vacek,116.6,106.0,90.0,0.6393968022833836,0.2761904761904762,0.3301587301587302,0.40563429998913875,0.5942857142857143,2001
Wimbledon,G,Grass,Goran Ivanisevic,132.71428571428572,125.0,45.142857142857146,0.7585526155229859,1.4584237191380047,0.48333333333333334,0.31212885257726825,0.4404761904761904,2001
US Open,G,Hard,Lleyton Hewitt,143.28571428571428,4.0,35.857142857142854,0.6759796743234439,0.41438561438561433,0.5898268398268398,0.45786990012943507,0.48339438339438345,2001
St. Petersburg,A,Hard,Marat Safin,111.0,7.0,34.2,0.681471663402526,0.844544997486174,0.7179487179487178,0.4094745622671175,0.48,2001
Mallorca,A,Clay,Alberto Martin,117.8,55.0,60.2,0.6654286936358929,0.2266025641025641,0.7642857142857143,0.437521318409846,0.4051433590564025,2001
Australian Open,G,Hard,Andre Agassi,113.0,6.0,47.57142857142857,0.6936644100919568,0.4614468864468864,0.6023809523809524,0.4790002494234521,0.425121369858212,2001
Masters Cup,F,Hard,Lleyton Hewitt,100.6,2.0,5.2,0.6535252832741417,0.4497680097680098,0.6666666666666667,0.44351635737127904,0.5320202020202021,2001
Houston,A,Clay,Andy Roddick,73.6,69.0,76.6,0.7616761161493244,0.7222222222222221,0.2,0.4163374143109338,0.43809523809523804,2001
Tashkent,A,Hard,Marat Safin,88.4,7.0,88.0,0.7174688756924195,0.6382650029708853,0.5523809523809524,0.4456744496410735,0.5718614718614718,2001
Nottingham,A,Grass,Thomas Johansson,70.6,16.0,60.2,0.7433483162218796,1.0421717171717173,0.6266666666666667,0.41700547654215886,0.4321428571428571,2001
Bucharest,A,Clay,Younes El Aynaoui,100.2,47.0,204.4,0.6799048401154304,0.7200577200577201,0.6373376623376623,0.43076861423035295,0.3646153846153847,2001
Acapulco,A,Clay,Gustavo Kuerten,82.8,1.0,130.8,0.7294107981220657,0.8841269841269842,0.4,0.4515664463250671,0.5031746031746032,2001
Shanghai,A,Hard,Rainer Schuettler,93.6,59.0,97.6,0.668083123129448,0.3132867132867133,0.6333333333333333,0.4239788890266091,0.5336507936507937,2001
Chennai,A,Hard,Michal Tabara,56.6,96.0,115.2,0.6900374638402809,0.475,0.6033333333333333,0.5030671367432741,0.6042424242424242,2001
