tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Madrid Masters,M,Hard,Rafael Nadal,124.8,2.0,21.2,0.686028429668592,0.16777777777777778,0.2730769230769231,0.39344007501138845,0.4972222222222221,2005
Bangkok,A,Hard,Roger Federer,73.8,1.0,117.8,0.7206442866834658,0.40727272727272723,0.5666666666666667,0.42194633642930857,0.3919813519813519,2005
Auckland,A,Hard,Fernando Gonzalez,70.4,23.0,59.2,0.6963364923434162,0.5777777777777777,0.7666666666666667,0.4256083922640094,0.5154761904761904,2005
St. Poelten,A,Clay,Nikolay Davydenko,91.0,13.0,88.4,0.6510219723656485,0.4841025641025641,0.5833333333333333,0.5003141109023461,0.46742424242424246,2005
Munich,A,Clay,David Nalbandian,82.2,10.0,97.0,0.6461335121131704,0.24285714285714288,0.510909090909091,0.575272093843623,0.6407142857142858,2005
Queen's Club,A,Grass,Ivo Karlovic,76.0,77.0,49.6,0.7849443569259236,1.513131313131313,0.55,0.32645348132636265,0.4866666666666667,2005
Gstaad,A,Clay,Gaston Gaudio,95.4,13.0,74.4,0.6381467997123338,0.2633333333333333,0.6369230769230769,0.4804930499270122,0.42062937062937067,2005
Newport,A,Grass,Greg Rusedski,94.4,39.0,130.0,0.7058351512397112,0.8118614718614718,0.7785714285714287,0.3341555132174327,0.2882539682539682,2005
Bastad,A,Clay,Rafael Nadal,86.2,3.0,41.8,0.6586427480490931,0.16776556776556775,0.6380952380952382,0.5088467054612689,0.5523809523809524,2005
Amersfoort,A,Clay,Fernando Gonzalez,57.6,21.0,110.8,0.7169952543115217,0.6118686868686869,0.4833333333333333,0.49687172937399116,0.6342857142857142,2005
Kitzbuhel,A,Clay,Fernando Verdasco,98.2,68.0,45.0,0.7070271106802313,0.45656565656565656,0.8365079365079365,0.41633654360620653,0.5742857142857142,2005
Stuttgart,A,Clay,Rafael Nadal,93.8,3.0,72.2,0.703628322157509,0.3864285714285714,0.72,0.5121531747863585,0.4793650793650793,2005
Palermo,A,Clay,Igor Andreev,100.4,52.0,87.4,0.6106496063200307,0.2658008658008658,0.48759018759018763,0.4700700969436379,0.555952380952381,2005
Basel,A,Carpet,Fernando Gonzalez,93.4,17.0,79.2,0.7148023250497719,0.823951048951049,0.3,0.38881016910333244,0.4394871794871794,2005
Tokyo,A,Hard,Wesley Moodie,113.5,98.0,42.833333333333336,0.7017691053015019,0.930093490387608,0.7718253968253969,0.35979931017472433,0.4412393162393162,2005
New Haven,A,Hard,James Blake,86.0,67.0,43.5,0.7217150362955157,0.6319444444444445,0.5801587301587302,0.40554866179802435,0.5288359788359788,2005
Vienna,A,Hard,Ivan Ljubicic,96.6,13.0,32.2,0.7266547099007347,1.0254545454545454,1.0,0.31987627892017934,0.5666666666666667,2005
Sydney,A,Hard,Lleyton Hewitt,84.4,3.0,77.2,0.7126925964359379,1.0662698412698413,0.51,0.4685057207087427,0.36755244755244754,2005
Adelaide,A,Hard,Joachim Johansson,94.6,11.0,105.4,0.7450407359213476,1.0014957264957265,0.5933333333333334,0.41085447719092105,0.45272727272727276,2005
Metz,A,Hard,Ivan Ljubicic,92.6,16.0,46.6,0.7637211374603231,1.3622222222222222,0.6428571428571429,0.3888975966562173,0.5380952380952382,2005
Paris Masters,M,Carpet,Tomas Berdych,100.83333333333333,50.0,18.333333333333332,0.7009135766444201,0.9890400993342169,0.4823232323232323,0.38205041185837874,0.45075757575757575,2005
Casablanca,A,Clay,Mariano Puerta,93.0,59.0,92.8,0.7263193392405755,0.41320901320901327,0.5714285714285714,0.4288979135618479,0.4448717948717948,2005
Lyon,A,Carpet,Andy Roddick,76.4,3.0,76.6,0.8179112779863719,1.3563636363636362,0.4,0.375409982174688,0.5166666666666666,2005
Memphis,A,Hard,Kenneth Carlsen,95.5,87.0,76.6,0.583979353979354,0.5390909090909091,0.48,0.26965502037341116,0.3933333333333333,2005
Miami Masters,M,Hard,Roger Federer,115.83333333333333,1.0,26.666666666666668,0.7132770855844557,0.6606481481481482,0.5740740740740741,0.420351813032541,0.4988705738705739,2005
Indian Wells Masters,M,Hard,Roger Federer,86.33333333333333,1.0,29.333333333333332,0.6995851635654668,0.6319444444444445,0.42063492063492064,0.4707507399191364,0.43293650793650795,2005
Rotterdam,A,Hard,Roger Federer,98.0,1.0,61.0,0.7265425865700103,0.47333333333333333,0.7333333333333333,0.3797362430841278,0.48571428571428565,2005
Milan,A,Carpet,Robin Soderling,95.2,37.0,137.2,0.740560606060606,0.9217647058823528,0.55,0.3512222817939936,0.3642857142857142,2005
Monte Carlo Masters,M,Clay,Rafael Nadal,104.33333333333333,17.0,50.333333333333336,0.6730423442326746,0.09191176470588236,0.6106150793650793,0.5337327039190394,0.6708333333333334,2005
Hamburg Masters,M,Clay,Roger Federer,82.33333333333333,1.0,32.333333333333336,0.7101043937828808,0.3472483943072178,0.6527777777777778,0.43079316448377397,0.6611111111111111,2005
Rome Masters,M,Clay,Rafael Nadal,133.16666666666666,7.0,29.5,0.6536131969417479,0.051309523809523805,0.43557422969187676,0.5196481359039777,0.5997715247715248,2005
Washington,A,Hard,James Blake,76.2,101.0,66.4,0.7144259553661005,0.7682539682539682,0.8455555555555556,0.4312594673496929,0.4452525252525252,2005
Indianapolis,A,Hard,Robby Ginepri,81.33333333333333,98.0,49.0,0.725167581004301,0.7574618736383442,0.35858585858585856,0.433277275954077,0.5365079365079365,2005
Canada Masters,M,Hard,Rafael Nadal,103.66666666666667,2.0,33.833333333333336,0.7325550007792213,0.268939393939394,0.5777777777777777,0.426278636710339,0.4757936507936508,2005
Cincinnati Masters,M,Hard,Roger Federer,92.16666666666667,1.0,42.833333333333336,0.7351592246729636,0.6916666666666668,0.3833333333333333,0.3869529187669269,0.49163059163059164,2005
Los Angeles,A,Hard,Andre Agassi,78.4,6.0,70.6,0.715808863423476,0.523059163059163,0.4666666666666666,0.4571531763718138,0.4309523809523809,2005
San Jose,A,Hard,Andy Roddick,88.0,3.0,73.2,0.706985750822068,1.1599074454956808,0.5777777777777777,0.38690581849356664,0.4579131652661065,2005
Barcelona,A,Clay,Rafael Nadal,88.4,11.0,53.6,0.7300853639282786,0.24714285714285716,0.5444444444444445,0.5230205566790932,0.551060606060606,2005
Stockholm,A,Hard,James Blake,82.2,33.0,56.8,0.6586856646216519,0.9799242424242424,0.4771428571428572,0.4695287168971379,0.5716666666666667,2005
Scottsdale,A,Hard,Wayne Arthurs,96.4,99.0,95.6,0.789902805624527,1.1513636363636364,0.3666666666666667,0.3260658380571012,0.3415873015873016,2005
Moscow,A,Carpet,Igor Andreev,110.2,38.0,84.2,0.6818578227823512,0.5944444444444444,0.7572727272727272,0.4388546013371023,0.5291666666666666,2005
Umag,A,Clay,Guillermo Coria,124.2,15.0,172.6,0.6346896070681237,0.29725274725274725,0.7,0.4734466885676471,0.5428571428571429,2005
s Hertogenbosch,A,Grass,Mario Ancic,80.2,21.0,125.2,0.7344054580896686,1.3541258741258742,0.7714285714285715,0.35008736579134514,0.5168253968253969,2005
Doha,A,Hard,Roger Federer,59.6,1.0,34.0,0.7400207025942939,0.43357142857142855,0.8,0.47138724129799925,0.5117460317460317,2005
Estoril,A,Clay,Gaston Gaudio,100.2,5.0,58.8,0.6383376233376233,0.15716117216117217,0.7088888888888889,0.4973251748251748,0.6084415584415584,2005
Sopot,A,Clay,Gael Monfils,108.2,65.0,99.8,0.5842417925536484,0.3021954842543078,0.40857142857142853,0.4932223855808761,0.6494949494949495,2005
Dubai,A,Hard,Roger Federer,104.2,1.0,51.6,0.6812168746286393,0.5595454545454545,0.5761904761904761,0.40596627924598516,0.5396248196248197,2005
Marseille,A,Hard,Joachim Johansson,91.6,11.0,59.8,0.7624714560996375,1.5980748663101605,0.6,0.30347340008147494,0.5,2005
Delray Beach,A,Hard,Xavier Malisse,89.2,46.0,111.6,0.6558312139817264,0.6424125874125874,0.7422222222222222,0.44672905525846696,0.5666666666666667,2005
Halle,A,Grass,Roger Federer,97.0,1.0,38.8,0.7487904484098442,0.674948009506833,0.4866666666666667,0.36228096154990097,0.4595238095238095,2005
Vina del Mar,A,Clay,Gaston Gaudio,97.0,8.0,59.0,0.6496536536536536,0.2841025641025641,0.7314285714285714,0.44794981210612794,0.4966386554621848,2005
Buenos Aires,A,Clay,Gaston Gaudio,97.0,8.0,110.0,0.6410766652702137,0.3311111111111111,0.3666666666666666,0.4525048119573537,0.40549019607843134,2005
Roland Garros,G,Clay,Rafael Nadal,145.0,5.0,36.57142857142857,0.6682751606627069,0.18199206808229365,0.439625850340136,0.4765507819110989,0.6028693528693528,2005
Costa Do Sauipe,A,Clay,Rafael Nadal,141.0,48.0,63.6,0.665516982841283,0.13535353535353534,0.7130952380952381,0.4663419430897829,0.42227272727272724,2005
Wimbledon,G,Grass,Roger Federer,117.42857142857143,1.0,34.857142857142854,0.7474289059948767,0.7767857142857143,0.5476190476190476,0.40255289848834824,0.5002834467120181,2005
US Open,G,Hard,Roger Federer,130.0,1.0,34.57142857142857,0.6956917763804137,0.6753008895866038,0.6717948717948719,0.45336163595518647,0.45425685425685425,2005
St. Petersburg,A,Carpet,Thomas Johansson,80.6,15.0,50.6,0.7560236801228438,0.7479365079365079,0.4333333333333333,0.3982076201645013,0.5166666666666666,2005
Valencia,A,Clay,Igor Andreev,102.4,47.0,95.4,0.6185369007289178,0.09414141414141414,0.5885281385281386,0.48941330690728274,0.47073815073815073,2005
Australian Open,G,Hard,Marat Safin,152.14285714285714,4.0,56.57142857142857,0.7075618094562468,0.7574428302929077,0.46989795918367344,0.44213604681855323,0.47655122655122656,2005
Masters Cup,F,Carpet,Roger Federer,95.5,1.0,8.75,0.652758487654321,0.3857142857142857,0.6178571428571429,0.4731671106671107,0.4448412698412698,2005
Houston,A,Clay,Andy Roddick,66.0,4.0,88.0,0.735933304686381,0.9747474747474747,0.3,0.4663211492998727,0.5316666666666666,2005
Nottingham,A,Grass,Richard Gasquet,71.6,27.0,88.4,0.7580992395494632,0.45888888888888885,0.6333333333333333,0.433152361544218,0.47333333333333333,2005
Beijing,A,Hard,Rafael Nadal,105.6,2.0,68.2,0.6874258776654334,0.30408730158730163,0.5366666666666667,0.4164943510269133,0.3744230769230769,2005
Bucharest,A,Clay,Florent Serra,107.6,68.0,104.2,0.6080945944054965,0.20730769230769233,0.4666666666666666,0.48020994045069615,0.6045454545454546,2005
Acapulco,A,Clay,Rafael Nadal,84.0,39.0,67.8,0.7379348193177979,0.3917460317460318,0.45999999999999996,0.4651895543456342,0.4718253968253968,2005
Ho Chi Minh City,A,Carpet,Jonas Bjorkman,75.4,93.0,84.6,0.7489262371615312,0.744033189033189,0.3,0.4277067759826381,0.5566666666666666,2005
Chennai,A,Hard,Carlos Moya,113.25,5.0,132.0,0.5264974030944181,0.6830303030303031,0.29,0.3014510183344915,0.5,2005
