tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Madrid Masters,M,Hard,Andre Agassi,100.5,2.0,27.2,0.5931246774461776,0.36603174603174604,0.2,0.3153394733992385,0.47142857142857136,2002
Auckland,A,Hard,Greg Rusedski,109.8,30.0,49.2,0.6839344924600977,0.7655285890580008,0.3944444444444445,0.37911567536728,0.4523376623376623,2002
St. Poelten,A,Clay,Nicolas Lapentti,130.0,31.0,87.4,0.6521519319020455,0.34821844821844816,0.4477777777777778,0.4458145767430649,0.4059129759129759,2002
Munich,A,Clay,Younes El Aynaoui,96.2,19.0,47.4,0.695893882264103,0.5273440285204991,0.5066666666666667,0.3764620544200146,0.4212698412698413,2002
Queen's Club,A,Grass,Lleyton Hewitt,96.0,1.0,59.2,0.6856288578220788,0.6402597402597403,0.5833333333333333,0.4383108206419955,0.38828282828282823,2002
Gstaad,A,Clay,Alex Corretja,99.8,28.0,63.2,0.6728023335735809,0.37437908496732025,0.7366666666666666,0.4355614035087719,0.44772727272727264,2002
Newport,A,Grass,Taylor Dent,73.8,96.0,96.6,0.6820149200962917,0.5838095238095238,0.52,0.4387012987012987,0.5351010101010101,2002
Bastad,A,Clay,Carlos Moya,85.2,21.0,63.8,0.7141775614548651,0.1911111111111111,0.6,0.4198566591117586,0.3758441558441558,2002
Amersfoort,A,Clay,Juan Ignacio Chela,103.2,28.0,101.4,0.7114203082362888,0.27576645576645575,0.58,0.4201886896823943,0.4365384615384615,2002
Kitzbuhel,A,Clay,Alex Corretja,76.6,31.0,220.4,0.7060386702491965,0.31153846153846154,0.46428571428571425,0.5536314482543809,0.5147435897435898,2002
Stuttgart,A,Clay,Mikhail Youzhny,120.6,62.0,43.4,0.6519465605132024,0.23916666666666667,0.6945454545454546,0.40846564437112926,0.4479797979797979,2002
Palermo,A,Clay,Fernando Gonzalez,74.6,24.0,72.4,0.7256471222668889,0.7571428571428571,0.7303030303030303,0.46114556624668007,0.49376623376623374,2002
Basel,A,Carpet,David Nalbandian,97.8,18.0,35.6,0.6928860194817641,0.281447963800905,0.8424242424242424,0.442805454308001,0.5161111111111112,2002
Tokyo,A,Hard,Kenneth Carlsen,105.0,121.0,82.83333333333333,0.7559544130661324,0.8861111111111111,1.0,0.36143484644830376,0.2175925925925926,2002
Hong Kong,A,Hard,Juan Carlos Ferrero,83.25,6.0,76.2,0.5967560217560217,0.5612698412698413,0.5111111111111111,0.3362310127208341,0.43999999999999995,2002
Vienna,A,Hard,Roger Federer,87.4,13.0,49.0,0.7138255085077438,0.5066666666666666,0.79,0.44386087626336357,0.5,2002
Sydney,A,Hard,Roger Federer,80.0,13.0,38.8,0.7041078283252197,0.6253119429590017,0.4866666666666667,0.3862943804939447,0.5485714285714286,2002
Adelaide,A,Hard,Tim Henman,103.4,9.0,127.6,0.6709321155590102,0.18285714285714283,0.41833333333333333,0.38215957084245794,0.36025641025641025,2002
Paris Masters,M,Carpet,Marat Safin,102.6,5.0,16.8,0.7314786662612749,0.8890476190476191,0.6933333333333334,0.40371425277041617,0.36666666666666664,2002
Casablanca,A,Clay,Younes El Aynaoui,120.6,20.0,164.6,0.6689039503764519,0.5862470862470863,0.5107142857142858,0.4156300384189122,0.34501253132832077,2002
Lyon,A,Carpet,Paul Henri Mathieu,100.6,47.0,49.2,0.7441838426913054,0.967995337995338,0.47777777777777775,0.3458633236682017,0.669047619047619,2002
Memphis,A,Hard,Andy Roddick,88.4,17.0,66.0,0.7403580898336941,0.8033333333333333,0.36666666666666664,0.40312737015512135,0.5857142857142856,2002
Miami Masters,M,Hard,Andre Agassi,92.33333333333333,10.0,29.0,0.7106026564092023,0.443939393939394,0.5476190476190476,0.44228920604092464,0.507642031171443,2002
Indian Wells Masters,M,Hard,Lleyton Hewitt,87.0,1.0,21.333333333333332,0.6971474101206607,0.5525132275132275,0.4357142857142857,0.4693668325430131,0.5187597261126673,2002
Rotterdam,A,Hard,Nicolas Escude,114.2,22.0,14.2,0.6675853825798436,0.5351357466063349,0.6384615384615385,0.43255056753466087,0.48999999999999994,2002
