tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Bangkok,A,Hard,Taylor Dent,64.6,54.0,71.0,0.6817257432518822,0.821010101010101,0.5638888888888889,0.48192969919924666,0.6876190476190476,2003
Auckland,A,Hard,Gustavo Kuerten,86.2,37.0,77.4,0.6689107644322979,0.5578354978354978,0.6266666666666667,0.4182739156268568,0.44626984126984126,2003
St. Poelten,A,Clay,Andy Roddick,63.4,6.0,117.0,0.7126526093591214,0.6066666666666667,0.35,0.4658142865309719,0.5401098901098902,2003
Munich,A,Clay,Roger Federer,59.2,5.0,59.4,0.6864101401244259,0.3455555555555555,0.5866666666666667,0.48897039910751383,0.5603968253968254,2003
Queen's Club,A,Grass,Andy Roddick,79.2,7.0,66.0,0.7458275654005545,0.9871969696969696,0.76,0.37976113109485665,0.6333333333333333,2003
Gstaad,A,Clay,Jiri Novak,96.6,10.0,37.0,0.6850041746077639,0.29275362318840575,0.5611111111111111,0.44196269542513666,0.46785714285714286,2003
Newport,A,Grass,Robby Ginepri,73.6,54.0,180.2,0.7069606219124273,0.9616666666666667,0.425,0.40631380104567094,0.5555555555555556,2003
Bastad,A,Clay,Mariano Zabaleta,103.8,41.0,68.0,0.653124103084922,0.18805860805860802,0.6892857142857143,0.4357190520430663,0.557142857142857,2003
Amersfoort,A,Clay,Nicolas Massu,110.2,73.0,109.2,0.6691195070018462,0.5241666666666667,0.6888888888888889,0.4751847427934385,0.5277777777777778,2003
Kitzbuhel,A,Clay,Nicolas Massu,129.0,48.0,47.2,0.6654448373024756,0.32781385281385284,0.62,0.4451809685641462,0.5028571428571429,2003
Stuttgart,A,Clay,Guillermo Coria,74.0,7.0,44.4,0.7493302539805784,0.40499999999999997,0.42000000000000004,0.5681219168428471,0.5167277167277168,2003
Palermo,A,Clay,Nicolas Massu,104.6,28.0,76.0,0.6616160746883639,0.3474358974358974,0.6444444444444446,0.49876663665095256,0.6726190476190476,2003
Basel,A,Carpet,Guillermo Coria,100.25,5.0,69.4,0.5764483739211065,0.19365384615384618,0.5038461538461538,0.3354776962168267,0.34305555555555556,2003
Tokyo,A,Hard,Rainer Schuettler,71.0,8.0,118.4,0.744138679532498,0.49111111111111105,0.9099999999999999,0.4618493833370594,0.5334920634920635,2003
Vienna,A,Hard,Roger Federer,79.8,3.0,42.0,0.7228580241961471,0.4078571428571428,0.4,0.42975339404902674,0.669047619047619,2003
Sydney,A,Hard,Hyung Taik Lee,111.0,85.0,17.4,0.58715284054195,0.2560224089635854,0.43428571428571433,0.34473289971206333,0.2682539682539683,2003
Adelaide,A,Hard,Nikolay Davydenko,90.0,81.0,85.4,0.662243096397044,0.3308730158730159,0.6924242424242424,0.4677116698475922,0.5183333333333333,2003
Metz,A,Hard,Arnaud Clement,80.4,39.0,131.8,0.7129513677934309,0.6796153846153846,0.5809523809523809,0.48389370866104847,0.4853679653679654,2003
Paris Masters,M,Carpet,Tim Henman,106.16666666666667,31.0,45.0,0.6970930934323366,0.425,0.7603174603174603,0.4047663217709534,0.6061507936507937,2003
Casablanca,A,Clay,Julien Boutter,101.0,102.0,63.8,0.6683703076456414,0.5083333333333334,0.6587301587301588,0.39567938696485644,0.5171428571428571,2003
Lyon,A,Carpet,Rainer Schuettler,111.6,6.0,44.2,0.6457977378236155,0.3407397504456328,0.43,0.44378165251783025,0.5391666666666667,2003
Memphis,A,Hard,Taylor Dent,81.0,68.0,55.4,0.7538422506031657,1.1755555555555557,0.7666666666666667,0.4124440795539804,0.41666666666666663,2003
Miami Masters,M,Hard,Andre Agassi,92.5,2.0,43.666666666666664,0.7086128238669231,0.5671957671957671,0.7388888888888889,0.4499005079170085,0.4864010989010989,2003
Indian Wells Masters,M,Hard,Lleyton Hewitt,101.83333333333333,1.0,39.666666666666664,0.6843412841809854,0.6244378306878308,0.6277777777777778,0.452209957541311,0.4336792836792837,2003
Rotterdam,A,Hard,Max Mirnyi,82.4,46.0,43.8,0.7674313495956406,1.122125668449198,0.7428571428571429,0.3256360458977253,0.7,2003
Milan,A,Carpet,Martin Verkerk,98.4,90.0,50.8,0.7679123215965322,1.5924866310160426,0.45999999999999996,0.3170707018662636,0.40777777777777774,2003
Monte Carlo Masters,M,Clay,Juan Carlos Ferrero,95.5,3.0,41.166666666666664,0.6217827337120415,0.2208994708994709,0.7027777777777778,0.5164399828800574,0.5557644110275689,2003
Hamburg Masters,M,Clay,Guillermo Coria,94.83333333333333,16.0,37.833333333333336,0.6647246939408332,0.08650793650793649,0.4193121693121693,0.5072296238244515,0.49372294372294373,2003
Rome Masters,M,Clay,Felix Mantilla,126.33333333333333,47.0,24.666666666666668,0.6321124761053358,0.2276695526695527,0.5715686274509805,0.42755534799598444,0.5456099456099456,2003
Washington,A,Hard,Tim Henman,105.6,38.0,41.2,0.6791615461392337,0.4376190476190477,0.5761904761904761,0.38964748457306925,0.3517676767676768,2003
Indianapolis,A,Hard,Andy Roddick,79.2,6.0,58.8,0.7651608399910753,1.0105050505050506,0.5,0.4101179668467726,0.34904761904761905,2003
Canada Masters,M,Hard,Andy Roddick,88.0,7.0,28.833333333333332,0.7065513239573029,0.662962962962963,0.3333333333333333,0.4331683536406925,0.4792989417989418,2003
Cincinnati Masters,M,Hard,Andy Roddick,79.66666666666667,4.0,49.0,0.7347585596559605,0.9872573776985542,0.47222222222222227,0.4102959097310422,0.5972222222222222,2003
Los Angeles,A,Hard,Wayne Ferreira,97.0,25.0,288.8,0.7082560045318667,0.8122727272727271,0.65,0.376227919173205,0.345,2003
San Jose,A,Hard,Andre Agassi,79.8,2.0,77.4,0.7555373952522398,0.6122222222222222,0.4416666666666666,0.46009428333416214,0.5238095238095238,2003
Barcelona,A,Clay,Carlos Moya,103.25,4.0,46.4,0.5397976954627202,0.29333333333333333,0.5916666666666666,0.3345303315431133,0.3858851674641149,2003
