tourney_name,tourney_level,surface,winner_name,minutes,winner_rank,loser_rank,Serve_point_won_percentage,Ace_per_game,Break_point_save_percentage,Return_point_won_percentage,Break_point_conversion,Year
Munich,A,Clay,Nikoloz Basilashvili,78.6,35.0,71.2,0.7071289707787332,0.27290043290043287,0.7666666666666667,0.4441941971527813,0.5253968253968253,2021
Queen's Club,A,Grass,Matteo Berrettini,99.4,9.0,60.0,0.7615057915057915,1.1783080808080808,0.7333333333333333,0.35509405955903095,0.261031746031746,2021
Gstaad,A,Clay,Hugo Gaston,116.0,155.0,65.25,0.6190982515700136,0.2198107448107448,0.4538690476190476,0.4290127815199937,0.5005411255411255,2021
Newport,A,Grass,Kevin Anderson,126.6,113.0,148.6,0.7233844423924699,1.3837789661319075,0.6142857142857142,0.3470359716935059,0.5755555555555556,2021
Bastad,A,Clay,Federico Coria,117.25,77.0,80.75,0.660687136299159,0.18571428571428572,0.43888888888888894,0.4610796099969311,0.45566239316239315,2021
Kitzbuhel,A,Clay,Pedro Martinez,146.5,97.0,96.5,0.6602157627183427,0.16435574229691877,0.5520833333333334,0.4429461182298812,0.4015151515151515,2021
Stuttgart,A,Grass,Marin Cilic,78.0,47.0,94.0,0.7734047780443805,1.3264646464646463,0.36,0.4232134980441254,0.438989898989899,2021
Geneva,A,Clay,Casper Ruud,95.25,21.0,54.0,0.735194654029224,0.3187937062937063,0.4285714285714286,0.39535512641495896,0.39325396825396824,2021
Vienna,A,Hard,Alexander Zverev,94.2,4.0,35.0,0.7534741344650022,1.132279942279942,0.6266666666666667,0.3777293067318924,0.6266666666666667,2021
Metz,A,Hard,Hubert Hurkacz,88.25,13.0,93.0,0.7201094066389098,0.9017676767676768,0.41666666666666663,0.38287173270655583,0.3964285714285714,2021
Paris Masters,M,Hard,Novak Djokovic,93.0,1.0,20.0,0.5387816702512398,0.36549450549450546,0.2866666666666667,0.36874264153925174,0.4171717171717172,2021
Montpellier,A,Hard,David Goffin,123.75,15.0,64.25,0.6306787634408603,0.4947916666666667,0.6737938596491228,0.39907274023630757,0.5125,2021
Miami Masters,M,Hard,Hubert Hurkacz,109.33333333333333,37.0,32.833333333333336,0.6710571077509021,0.7153138528138526,0.6365384615384615,0.37790364864725795,0.45075757575757575,2021
Indian Wells Masters,M,Hard,Cameron Norrie,116.83333333333333,26.0,43.166666666666664,0.6268045248495019,0.32737077737077735,0.5661375661375662,0.4961467815605263,0.4735060690943043,2021
Rotterdam,A,Hard,Andrey Rublev,107.6,8.0,66.4,0.6943057049701263,0.5055614973262031,0.86,0.399226879162208,0.4916666666666666,2021
Monte Carlo Masters,M,Clay,Stefanos Tsitsipas,76.8,5.0,30.4,0.7183815252282032,0.28500000000000003,0.2,0.45800756320653624,0.6909090909090909,2021
Hamburg,A,Clay,Filip Krajinovic,126.5,44.0,81.75,0.7005644379844962,0.278125,0.55,0.43516718966157164,0.4360119047619047,2021
Rome Masters,M,Clay,Rafael Nadal,143.4,3.0,17.2,0.6449927528876276,0.18785714285714286,0.655,0.4127370522776045,0.38095238095238093,2021
